tsid,dataset,lat,lon,archive_type,seasonality,value_6ka,uncertainty
RLWjHSdRtHs,Wonderkrater.Truc.2013,-24.4391,28.7507,temp12k,summer+,-0.0443,4.0000
RtpMcgORKEU,Wonderkrater.Truc.2013,-24.4391,28.7507,temp12k,winter+,0.2558,9.0000
Rp2JYWaTx52,Wonderkrater.Truc.2013,-24.4391,28.7507,temp12k,annual,0.1057,4.4100
RL9fsjHX6Mw,Woryty.EPD,53.7500,20.2000,temp12k,winter+,4.8489,9.0000
ReWrRAaxLgp,Woryty.EPD,53.7500,20.2000,temp12k,annual,3.6496,4.4100
RoNp0y5n6f1,Woryty.EPD,53.7500,20.2000,temp12k,summer+,2.4503,4.0000
RF0gr6pQtHK,Ximencuo.Herzschuh.2014,33.3792,101.1035,temp12k,annual,1.9656,4.4100
LPDf97892fc,XingyunLake.Wu.2018,24.3400,102.7900,temp12k,summerOnly,2.6758,4.0000
LPD27f34021,Yakumo.Leipe.2013,42.2800,140.2600,temp12k,annual,-1.8078,4.4100
WEB911b3b41,Yanou.Foster.2016,-62.2210,301.0400,temp12k,summerOnly,-1.3730,4.4100
PYTZVO3IV03,Yarnyshnoe.Seppa.2008,69.0700,36.0700,temp12k,summerOnly,-0.0325,4.0000
Rqj999VObpj,Ylimysneva.Huttunen.1990,62.1300,22.8700,temp12k,winter+,3.6795,9.0000
RnT1vXlxV0s,Ylimysneva.Huttunen.1990,62.1300,22.8700,temp12k,annual,2.7114,4.4100
RZG6XCZFVZ9,Ylimysneva.Huttunen.1990,62.1300,22.8700,temp12k,summer+,1.7434,4.0000
RC2dWewDD1P,Zabieniec.Plociennik.2011,51.8519,19.7811,temp12k,summerOnly,0.1715,1.9600
RU1JPEhvxNc,Zalozhtsy.Bezusko.1992,49.7500,25.4500,temp12k,winter+,-1.2656,9.0000
RCsdIg28KWg,Zalozhtsy.Bezusko.1992,49.7500,25.4500,temp12k,annual,-0.3621,4.4100
R7eqdjgsLJd,Zalozhtsy.Bezusko.1992,49.7500,25.4500,temp12k,summer+,0.5413,4.0000
RssW5xNcgSt,Zbudovskablata.Rybnickova.1975,49.8300,14.3300,temp12k,winter+,-0.5276,9.0000
RqepDp2u3w6,Zbudovskablata.Rybnickova.1975,49.8300,14.3300,temp12k,annual,-1.6472,4.4100
RzCb40vfx4B,Zbudovskablata.Rybnickova.1975,49.8300,14.3300,temp12k,summer+,-2.7667,4.0000
